_id,objectType,broadPeriod,description,inscription,mintName,district,parish,lat,lng,fromDate,toDate,imageURL,discoveryMethod,subsequently
ObjectId(57da611885c5eb0da62cb449),PIPE TAMPER,POST MEDIEVAL,"An incomplete copper-alloy probable pipe tamper of Post-Medieval date (AD 1600-1800). The object consists of a pedestal style, with a flat oval base and circular sectioned conical shaft with a circumferential raised collar on both the upper and lower portions of the shaft. The tamping end has an incised boarder around the shaft / inner portion. The upper end terminates in an old abraded break. Similar examples: Unique ID: LANCUM-0C032A, Unique ID: HESH-5F01A5 and WAW-65B8D7

The tamper id34.0mm long, 11.5mm in diameter, and weighs 6.76 grams.",,,Shepway,Ivychurch,51.01553738,0.89275317,1600,,https://finds.org.uk/images/jjackson/medium/KENT038274.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb44a),PIPE TAMPER,POST MEDIEVAL,"A copper alloy pipe tamper of Post-Medieval date. The tamper is in the form of a claw hammer with a central sub-rectangular block with a bifurcated claw terminal to one end and an expanding oval sectioned head at the other.

The sub-rectangular mid-section which is pierced with a perforation measuring 4.75mm in diameter. Above and below is a transverse collar. The lower section of the object consists of a flattened oval which divides into a rectangular-sectioned forked or bifurcated terminal. The ends of the terminal have been squared off. The top section of the object is oval in cross-section with three further collars and a flattened sub-circular terminal. The object appears to be complete and has a dark brown patina. File marks are visible on the lower forked section of the object.  

Similar examples have been recorded on the PAS database, for examples see: BERK-B6DD03, HAMP-7DDDA8 and WILT-028CE8.

A similar object HAMP-A441B7 has been described to clay pipe expert David Higgins who stated that it could plausibly be a c. 17th-century pipe tamper. His argument is based on the reach of the claw end which might have only been sufficient for earlier, smaller pipe bowls. He has drawn the recorder's attention to another 'skeumorphic' object identified as a pipe tamper - one in the form of an adze illustrated in an 'adze' illustrated by F W Fairholt FSA in his 1859 publication 'Tobacco: Its History and Associations' (unknown page; ref. 9), (HAMP-A441B7).

Dimensions: 44.63mm in length, 11.66mm in width, 7.75mm thick, 8.5g",,,Selby,,,,1550,,https://finds.org.uk/images/voakden/medium/LVPL49364E.JPG,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb44b),FIREARM,POST MEDIEVAL,"An incomplete post-Medieval copper-alloy ramrod guide (c. 1700-c. 1800).

This object is concave on the upper face and convex on the underside. The object is the 'skirt' of the ramrod pipe and has a sharp point. From the point the object flare in plan to a transverse break where there is a raised band. This end would have originally been attached to the ramrod entry pipe. There is a decorative crescent-shaped swelling on the underside.

The object is reddish brown.

Length: 51.0mm; width: 11.4mm; thickness: 5.8mm. Weight: 7.54g.

Compare with: BERK-FAC4F2.",,,Isle of Wight,,,,1700,,https://finds.org.uk/images/fbasford/medium/IOW2015470.JPG,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb44c),PIPE TAMPER,MODERN,"Copper alloy and steel pipe tamper. Cylindrical copper alloy casing  with a stepped rounded top, resembling a rifle bullet, possibly deliberately so in imitation of 'trench art'. There are two drilled holes in the rounded end to permit suspended wear or attachment to a fob. The casing encloses a set of two pipe cleaning implements plated in white metal: a narrow shovel to clear the bowl of a pipe and a tapered flat pointed tool to ream out the bore. Both tools are mounted on the sides of a stalk with pronged ends passing through a flat discoid plate and burred on its outer side. Ferrous corrosion is prominent around the [formerly] swivelling ends of the implements. Either the end of the casing or its base could serve as tampers. The casing is now torn with holes in its sides. Suggested date: Modern, 1900-1950.

Length: 63.5mm, Diameter (at base): 12.1mm, Weight: 11.09gms.",,,North Lincolnshire,,,,1900,,https://finds.org.uk/images/mforeman/medium/NLM29579.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb44d),PLAQUE,POST MEDIEVAL,"A flat, rectangular, lead alloy plaque dating from the Post-Medieval period, circa AD 1700 - AD 1900, depicting two naked figures performing a sexual act. There is a tree or cave wall emerging from the ground on the right-hand side of the scene and a curved canopy at the top made up of five large pellets. Standing on the ground beneath the canopy area, a male and female figure are depicted engaged in sexual intercourse. The female's buttocks are pressed against the tree/cave side, and she is supporting her weight on her right leg while the left leg is raised and supported by the cradling arm of the male. Her upper torso is leaning forward, kissing the male and her arms appear to be wrapped around either the upper torso of the male or at his neck and shoulders. The male stands on both feet, the right leg bent slightly back, his arm cradling the woman's left leg as his phallus penetrates the woman. The whole scene is surrounded by a rectangular border. The reverse is flat and undecorated with no indication of a mounting point. The object appears to be unfinished as a ragged edge of extra metal remains around the outer edge of the rectangle.

The plaque has a medium grey patina. It is 58.8mm long, 49.2mm and 10.1mm thick. it weighs 110.68gm.

An identical example of this plaque can be found on the database at reference LVPL-1533AC. Depictions of the same scene have also been noted on copper alloy pipe tampers of the period; see for example database references WMID-786656, NCL-739535 and WILT-FE9706. Although there is no indication of a mount or other fixing method, it is possible that this plaque is decoration from a related product such as a tobacco jar. It has also been suggested that these objects are brothel tokens, but they seem a little large.

The scene may portray the consummation of Aeneas and Dido in the cave during a hunt while caught in a storm. The background scene may be a cave or a forest, the cave being the actual location of the consummation, the forest alluding to the hunt during which the episode took place. If the latter, this would place the plaque in the classical category of such objects, as well as the bawdy.",,,Bassetlaw,Mattersey,53.39333511,-0.96386766,1700,,https://finds.org.uk/images/acooper/medium/PAS_2597_errotic.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb44e),TOKEN,POST MEDIEVAL,"A Post Medieval copper alloy trader's token issued by William Smith of Trowbridge, Wiltshire (Tubbridge), c1650-1670. Williamson, Wiltshire no.253.",,,Mendip,Croscombe,51.1847485,-2.58799713,1650,,https://finds.org.uk/images/dwilliams/medium/15997.JPG,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb44f),TOBACCO PIPE,POST MEDIEVAL,"A clay tobacco pipe bowl bearing the initials IS on the spur (also submitted from the same findspot were three plain stem fragments of probable 17th century date).

Dr David Higgins comments:

Fragment from the bowl a clay tobacco pipe with fluted decoration on the bowl sides. Fluted decoration became popular from the late 18th century onwards and this particular style with quite narrow and closely spaced flutes dates from around 1820-1880.  This pipe had quite a short bowl with a plain lip above the flutes.  The maker's initials IS are moulded on the spur of the pipe; the 'I' being commonly used to represent a 'J' at this period.  This mark could refer to James Smith, who is recorded working at Eton, Buckinghamshire, from at least 1872-1903 (Oswald 1975, 161).  James Smith was the son of the pipemaker Robert Smith, born on 25 January 1843 and baptised on 3 March 1843 at St George's, Camberwell, Southwark (Parish Register).  He died at Eton in 1904, aged 60.",,,Wokingham,Wokingham,51.41424281,-0.83665737,1820,,https://finds.org.uk/images/dwilliams/medium/DSCF9565.JPG,Gardening,Returned to finder
ObjectId(57da611885c5eb0da62cb450),CLAY PIPE (SMOKING),POST MEDIEVAL,"A fragment of the bowl of a clay tobacco pipe. Dr David Higgins comments:

Although the bowl is damaged, the incuse stamp on the back can clearly be read as SWINYARD / MAKER, the lettering being arranged in a circle around a central cross.  Stylistically, this is a mid-nineteenth century or later style of mark, and can be paralleled by the incuse J HYDE / GUILDFORD stamps around a six-arm star that were used by John Hyde (Higgins 1981, Fig 7.8), who was working in Guildford from 1859-93.  Earlier styles of stamp on the back of the bowl reading SWIN / YARD are known, but these have the text arranged in horizontal lines within a circular stamp, with scrolls or foliage above and below the lettering (Higgins 1981, Figs 7.7 and 7.9).  These were produced by William Swinyard of Guildford, who was born in 1790 and died in 1864 .  The Haslemere example could, therefore, be a later style of stamp used by the Guildford maker during the 1850s or early 1860s.  Alternatively, a later member of the family, also called William Swinyard, was working in Aldershot from about 1895-1926 and so this mark could have come from his workshop.  Until more examples are recorded it is hard to be sure, but my initial suggestion would be that this later style of mark is most likely belong to the Aldershot maker, and so to date from c1895-1926.",,,Chichester,Linchmere,51.08058277,-0.74511107,1895,,https://finds.org.uk/images/dwilliams/medium/151075.JPG,Gardening,Returned to finder
ObjectId(57da611885c5eb0da62cb451),PIPE TAMPER,POST MEDIEVAL,"A complete copper-alloy post medieval pipe tamper. The basic design is a round coin-like disc on its side atop a narrow cylinder decorated with concentric moulded bands of varying widths. The disc is decorated on both sides with faces both of which are intended to be viewed from two seperate angles. The designs are intended to satirise the papacy. On one side the image shows a jester or fool-like figure whcih can be viewed as a cardinal when reversed. The other side shows the pope, complete with scalloped headgear which when reversed shows the devil.

Similar pipe tampers have been recorded on the database: GLO-0F2DA4 SWYOR-5BD1FE SUR-0101B2 and BERK-4181F5. BERK-4181F5 also refers to ""A similar example, with inscription, is recorded with Winchester Museums Service and recorded as 17th century and of Dutch origin."" The date range for the recorded examples vary from 1600-1750.",,,Wiltshire,,,,1600,,https://finds.org.uk/images/rhenry2/medium/WILTCF5284.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb452),KEY (LOCKING),MEDIEVAL,"A complete copper alloy medieval casket key. The key has a circular bow, oval pipe stem and a simple bit It is 34.34mm in length and weighs 3.47 grams. The key is similar to No. 545 in Read (2001) Keys of this type date from late 12th to early 14th century.",,,Wiltshire,,,,1100,,https://finds.org.uk/images/rhenry2/medium/WILT650B17.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb453),UNIDENTIFIED OBJECT,MEDIEVAL,"A cast copper alloy artefact of uncertain function, probably Medieval or post-Medieval in date, AD 1400 - 1600. It is in the shape of a foot or boot which appears to be armoured, depicted from beneath the knee to the toe. A lozenge shaped loop projects from the top.

The leg is of roughly pentagonal section with a faceted front and rounded back. The sides are flat, the front and the top of the foot have two facets and the rear of the boot is slightly rounded. The toe of the foot is pointed, the sole is flat and there is a small, semi-circular cutout on each side to delineate the instep. At the top the boot is slanted from front to back so the front is taller. The boot is decorated with narrow, incised grooves. There is a single, central groove down each side of the leg and a single groove around the top of the boot just below the rim. There are then four sets of paired, chevron shaped grooves, one at the top and bottom of the reverse, one at the top of the front and one at the front just above the foot. There is a single chevron shaped groove just behind the toe of the foot. These grooves are possibly meant to represent armour. 

In the centre of the top edge is a flat projection. This projection has a central, mitre shaped (or lozenge shaped) extension, on either side of which is a crescent shaped curve rising to a rounded point at the front and the back. The central extension has a circular perforation through it; whether this is a pendant loop or intended to accommodate some form of pin or other link is unknown. The curving base of this tab may suggests that the object was designed to fold at this articulation. There is little wear on the circular hole, but it seems to be towards the front of the boot, not at the top of the hole.

The artefact has a smooth, dark green patina. It is 47.1mm long, 21.1mm wide and 8.1mm thick. It weighs 28.65gm.

No close parallel for this item has yet been found but there are two similar objects recorded on the database. See references KENT-072BFE and IOW-6C4165. These differ in having a rivet projecting from the top of the leg. Though recorded as unidentified, they are probably legs from a metal vessel such as a box or ewer. Ewer legs in the form of armoured legs are also recorde on the database. A good example, with many published examples cited, is CORN-7B3F50. Examples on the database are integrally cast with the vessel wall, part of which survives at the top of the leg, so they are different to this example. Other suggestions of function include a high quality articulated toy, a pipe tamper, or part of a folding candlestick, but it has not yet been possible to identify parallels. It could also be a decorative pendant, though the attahment loop looks more like an articulation than a suspension loop.",,,Leeds,Headingley,53.81958063,-1.5913624,1400,,https://finds.org.uk/images/acooper/medium/PAS_2558_leg.jpg,Building work,Returned to finder
